F_Lift,F_Drag,Windspeed,Angle,Cl,Cd
4.41,0.44,16.06,14.1,1.68,0.168
4.41,0.44,16.01,14.1,1.69,0.169
4.41,0.44,15.91,14.1,1.712,0.171
4.39,0.44,15.85,14.1,1.717,0.172
4.39,0.44,15.85,14.1,1.717,0.172
4.39,0.44,15.96,14.1,1.693,0.17
4.4,0.44,15.96,14.1,1.697,0.17
4.38,0.44,15.96,14.1,1.69,0.17
4.48,0.47,16.06,15,1.707,0.179
4.47,0.47,15.96,15,1.724,0.181
4.47,0.47,15.96,15,1.724,0.181
4.47,0.47,16.01,15,1.713,0.18
4.46,0.47,15.96,15,1.72,0.181
4.46,0.47,15.85,15,1.744,0.184
4.46,0.47,15.85,15,1.744,0.184
4.45,0.47,15.91,15,1.727,0.182
4.45,0.47,15.96,15,1.717,0.181
4.46,0.47,16.01,15,1.71,0.18
4.46,0.47,15.96,15,1.72,0.181
4.48,0.47,15.96,15,1.728,0.181
4.48,0.47,15.96,15,1.728,0.181
4.48,0.47,16.06,15,1.707,0.179
4.48,0.47,16.01,15,1.717,0.18
4.48,0.47,15.91,15,1.739,0.182
4.46,0.47,16.01,15,1.71,0.18
4.45,0.47,16.12,15,1.683,0.178
4.45,0.47,16.17,15,1.672,0.177
4.46,0.47,16.01,15,1.71,0.18
3.74,0.46,14.19,15.1,1.841,0.226
3.74,0.46,14.19,15.1,1.841,0.226
3.73,0.46,14.13,15.1,1.851,0.228
3.72,0.46,14.13,15.1,1.846,0.228
3.71,0.46,14.13,15.1,1.841,0.228
3.71,0.46,14.13,15.1,1.841,0.228
3.71,0.46,14.19,15.1,1.826,0.226
3.71,0.46,14.19,15.1,1.826,0.226
3.72,0.46,14.19,15.1,1.831,0.226
3.72,0.46,14.13,15.1,1.846,0.228
3.73,0.46,14.19,15.1,1.836,0.226
3.73,0.46,14.19,15.1,1.836,0.226
3.71,0.46,14.25,15.1,1.811,0.224
3.71,0.46,14.19,15.1,1.826,0.226
3.71,0.46,14.25,15.1,1.811,0.224
3.71,0.46,14.25,15.1,1.811,0.224
3.7,0.46,14.19,15.1,1.821,0.226
3.7,0.46,14.25,15.1,1.806,0.224
3.69,0.45,14.19,15.1,1.816,0.221
3.67,0.45,14.19,15.1,1.806,0.221
2.9,0.65,14.13,15.9,1.439,0.323
2.89,0.65,14.13,15.9,1.434,0.323
2.88,0.65,14.13,15.9,1.429,0.323
2.88,0.65,14.13,15.9,1.429,0.323
2.88,0.65,14.13,15.9,1.429,0.323
2.88,0.65,14.19,15.9,1.417,0.32
2.88,0.65,14.19,15.9,1.417,0.32
2.87,0.65,14.19,15.9,1.412,0.32
2.87,0.65,14.13,15.9,1.424,0.323
2.87,0.65,14.19,15.9,1.412,0.32
2.88,0.65,14.25,15.9,1.405,0.317
2.88,0.65,14.25,15.9,1.405,0.317
2.88,0.65,14.13,15.9,1.429,0.323
2.87,0.65,14.13,15.9,1.424,0.323
2.88,0.65,14.13,15.9,1.429,0.323
2.88,0.65,14.19,15.9,1.417,0.32
2.88,0.65,14.07,15.9,1.442,0.325
2.87,0.65,14.07,15.9,1.437,0.325
2.87,0.65,14.07,15.9,1.437,0.325
2.87,0.65,14.13,15.9,1.424,0.323
4.53,0.5,15.96,16,1.747,0.193
4.53,0.5,16.01,16,1.736,0.192
4.52,0.5,16.01,16,1.733,0.192
4.52,0.5,16.06,16,1.722,0.19
4.51,0.51,16.06,16,1.718,0.194
4.52,0.5,15.96,16,1.744,0.193
4.51,0.5,15.96,16,1.74,0.193
4.51,0.51,16.01,16,1.729,0.195
4.52,0.51,16.01,16,1.733,0.195
4.53,0.51,15.85,16,1.772,0.199
4.53,0.51,15.96,16,1.747,0.197
4.53,0.51,16.12,16,1.713,0.193
4.54,0.51,16.12,16,1.717,0.193
4.55,0.51,16.06,16,1.733,0.194
4.54,0.51,16.12,16,1.717,0.193
4.54,0.51,16.17,16,1.706,0.192
4.54,0.51,16.17,16,1.706,0.192
4.53,0.51,16.01,16,1.736,0.195
4.53,0.51,16.01,16,1.736,0.195
4.53,0.51,16.01,16,1.736,0.195
2.75,0.73,14.19,17,1.353,0.359
2.75,0.73,14.13,17,1.365,0.362
2.76,0.73,14.13,17,1.37,0.362
2.75,0.73,13.95,17,1.4,0.372
2.75,0.73,14.01,17,1.388,0.369
2.76,0.73,14.19,17,1.358,0.359
2.76,0.73,14.13,17,1.37,0.362
2.76,0.73,14.13,17,1.37,0.362
2.76,0.73,14.13,17,1.37,0.362
2.76,0.74,14.13,17,1.37,0.367
2.76,0.74,14.13,17,1.37,0.367
2.77,0.74,14.13,17,1.375,0.367
2.77,0.74,14.25,17,1.352,0.361
2.77,0.74,14.19,17,1.363,0.364
2.76,0.74,14.07,17,1.382,0.37
2.75,0.74,13.95,17,1.4,0.377
2.75,0.74,14.01,17,1.388,0.374
2.76,0.74,14.13,17,1.37,0.367
2.75,0.73,14.19,17,1.353,0.359
2.74,0.73,14.13,17,1.36,0.362
4.52,0.56,15.8,17.1,1.779,0.22
4.53,0.56,15.91,17.1,1.758,0.217
4.53,0.56,15.96,17.1,1.747,0.216
4.54,0.56,16.01,17.1,1.74,0.215
4.54,0.56,15.91,17.1,1.762,0.217
4.54,0.56,15.85,17.1,1.776,0.219
4.54,0.56,15.96,17.1,1.751,0.216
4.53,0.55,16.01,17.1,1.736,0.211
4.52,0.55,16.01,17.1,1.733,0.211
4.52,0.55,16.01,17.1,1.733,0.211
4.52,0.55,15.96,17.1,1.744,0.212
4.52,0.55,16.01,17.1,1.733,0.211
4.51,0.55,16.01,17.1,1.729,0.211
4.52,0.55,16.01,17.1,1.733,0.211
4.52,0.56,15.96,17.1,1.744,0.216
4.51,0.56,15.91,17.1,1.751,0.217
4.5,0.56,15.85,17.1,1.76,0.219
4.51,0.56,15.96,17.1,1.74,0.216
4.51,0.56,16.01,17.1,1.729,0.215
4.51,0.56,16.12,17.1,1.705,0.212
2.61,0.82,14.19,18,1.284,0.404
2.61,0.82,14.19,18,1.284,0.404
2.61,0.82,14.13,18,1.295,0.407
2.6,0.82,14.13,18,1.29,0.407
2.59,0.82,14.19,18,1.275,0.404
2.59,0.82,14.19,18,1.275,0.404
2.59,0.83,14.25,18,1.264,0.405
2.59,0.83,14.19,18,1.275,0.408
2.58,0.83,14.13,18,1.281,0.412
2.58,0.83,14.13,18,1.281,0.412
2.58,0.83,14.07,18,1.291,0.415
2.58,0.82,13.95,18,1.314,0.418
2.58,0.82,14.01,18,1.303,0.414
2.57,0.82,14.13,18,1.276,0.407
2.57,0.81,14.13,18,1.276,0.402
2.59,0.81,14.19,18,1.275,0.399
2.58,0.81,14.25,18,1.259,0.395
2.59,0.81,14.19,18,1.275,0.399
2.59,0.82,14.19,18,1.275,0.404
2.59,0.82,14.25,18,1.264,0.4
4.47,0.61,16.06,18.2,1.703,0.232
4.48,0.61,16.06,18.2,1.707,0.232
4.48,0.61,16.01,18.2,1.717,0.234
4.48,0.61,15.96,18.2,1.728,0.235
4.47,0.61,16.01,18.2,1.713,0.234
4.47,0.61,16.01,18.2,1.713,0.234
4.47,0.61,15.91,18.2,1.735,0.237
4.48,0.61,15.96,18.2,1.728,0.235
4.47,0.61,15.96,18.2,1.724,0.235
4.47,0.61,15.96,18.2,1.724,0.235
4.47,0.6,16.12,18.2,1.69,0.227
4.46,0.6,16.01,18.2,1.71,0.23
4.48,0.6,15.96,18.2,1.728,0.231
4.48,0.61,15.91,18.2,1.739,0.237
4.48,0.61,15.96,18.2,1.728,0.235
4.48,0.61,16.01,18.2,1.717,0.234
4.47,0.61,15.96,18.2,1.724,0.235
4.47,0.6,15.91,18.2,1.735,0.233
4.46,0.6,15.91,18.2,1.731,0.233
4.48,0.61,16.12,18.2,1.694,0.231
4.42,0.66,16.06,19,1.684,0.251
4.43,0.65,16.12,19,1.675,0.246
4.45,0.65,15.96,19,1.717,0.251
4.45,0.65,16.01,19,1.706,0.249
4.44,0.65,16.01,19,1.702,0.249
4.43,0.64,15.91,19,1.72,0.248
4.43,0.64,15.85,19,1.733,0.25
4.43,0.64,15.96,19,1.709,0.247
4.43,0.64,16.12,19,1.675,0.242
4.42,0.64,15.96,19,1.705,0.247
4.43,0.64,15.96,19,1.709,0.247
4.43,0.64,15.96,19,1.709,0.247
4.43,0.64,16.01,19,1.698,0.245
4.43,0.64,15.96,19,1.709,0.247
4.43,0.64,15.85,19,1.733,0.25
4.43,0.64,15.91,19,1.72,0.248
4.42,0.64,16.01,19,1.694,0.245
4.41,0.64,15.91,19,1.712,0.248
4.39,0.64,15.96,19,1.693,0.247
4.39,0.63,16.01,19,1.683,0.241
2.49,0.91,14.25,19.2,1.215,0.444
2.48,0.91,14.19,19.2,1.221,0.448
2.5,0.91,13.89,19.2,1.284,0.467
2.5,0.91,13.89,19.2,1.284,0.467
2.49,0.91,13.95,19.2,1.268,0.463
2.5,0.91,13.89,19.2,1.284,0.467
2.49,0.91,14.07,19.2,1.246,0.456
2.49,0.91,14.19,19.2,1.225,0.448
2.49,0.91,14.25,19.2,1.215,0.444
2.49,0.91,14.25,19.2,1.215,0.444
2.49,0.91,14.07,19.2,1.246,0.456
2.49,0.92,14.01,19.2,1.257,0.464
2.49,0.91,14.01,19.2,1.257,0.459
2.49,0.91,14.01,19.2,1.257,0.459
2.49,0.91,14.07,19.2,1.246,0.456
2.49,0.91,14.19,19.2,1.225,0.448
2.48,0.91,14.25,19.2,1.21,0.444
2.48,0.9,14.25,19.2,1.21,0.439
2.48,0.9,14.13,19.2,1.231,0.447
2.48,0.9,14.07,19.2,1.241,0.451
3.36,0.94,15.69,20,1.341,0.375
3.37,0.93,15.74,20,1.337,0.369
3.37,0.93,15.69,20,1.345,0.371
3.37,0.93,15.64,20,1.354,0.374
3.37,0.93,15.8,20,1.326,0.366
3.37,0.92,15.96,20,1.3,0.355
3.39,0.92,15.91,20,1.316,0.357
3.41,0.93,15.96,20,1.315,0.359
3.41,0.93,15.91,20,1.324,0.361
3.42,0.93,15.8,20,1.346,0.366
3.44,0.93,15.8,20,1.354,0.366
3.44,0.93,15.8,20,1.354,0.366
3.44,0.93,15.85,20,1.345,0.364
3.43,0.93,15.96,20,1.323,0.359
3.44,0.93,16.01,20,1.319,0.356
3.44,0.93,15.96,20,1.327,0.359
3.44,0.93,15.96,20,1.327,0.359
3.43,0.93,15.8,20,1.35,0.366
3.43,0.93,15.8,20,1.35,0.366
3.43,0.93,15.85,20,1.342,0.364
2.47,0.95,14.07,20,1.236,0.476
2.47,0.95,14.19,20,1.216,0.468
2.47,0.95,14.13,20,1.226,0.472
2.47,0.95,14.13,20,1.226,0.472
2.46,0.95,14.07,20,1.231,0.476
2.48,0.95,13.95,20,1.263,0.484
2.49,0.95,14.01,20,1.257,0.48
2.49,0.95,14.01,20,1.257,0.48
2.48,0.95,14.01,20,1.252,0.48
2.48,0.95,14.07,20,1.241,0.476
2.47,0.95,14.07,20,1.236,0.476
2.47,0.95,14.07,20,1.236,0.476
2.49,0.95,14.13,20,1.236,0.472
2.48,0.95,14.19,20,1.221,0.468
2.48,0.95,14.19,20,1.221,0.468
2.48,0.95,14.19,20,1.221,0.468
2.48,0.95,14.13,20,1.231,0.472
2.48,0.95,14.07,20,1.241,0.476
2.48,0.95,14.07,20,1.241,0.476
2.48,0.95,14.01,20,1.252,0.48
3.03,1.37,15.96,25,1.169,0.528
3.04,1.37,15.96,25,1.173,0.528
3.02,1.36,15.91,25,1.172,0.528
3.02,1.36,15.85,25,1.181,0.532
3.02,1.36,15.85,25,1.181,0.532
3.03,1.36,15.91,25,1.176,0.528
3.02,1.36,16.01,25,1.158,0.521
3.03,1.36,16.01,25,1.161,0.521
3.03,1.37,15.96,25,1.169,0.528
3.05,1.37,15.96,25,1.177,0.528
3.05,1.37,16.06,25,1.162,0.522
3.05,1.37,16.06,25,1.162,0.522
3.05,1.37,16.06,25,1.162,0.522
3.04,1.37,16.01,25,1.165,0.525
3.06,1.38,15.96,25,1.18,0.532
3.06,1.38,16.06,25,1.166,0.526
3.06,1.38,16.06,25,1.166,0.526
3.06,1.38,16.06,25,1.166,0.526
3.06,1.37,16.01,25,1.173,0.525
3.05,1.37,15.91,25,1.184,0.532
2.54,1.31,14.13,25,1.261,0.65
2.54,1.3,14.07,25,1.271,0.651
2.56,1.31,14.07,25,1.281,0.656
2.55,1.31,14.07,25,1.276,0.656
2.56,1.31,14.07,25,1.281,0.656
2.56,1.31,14.07,25,1.281,0.656
2.57,1.31,14.07,25,1.286,0.656
2.56,1.32,14.13,25,1.271,0.655
2.58,1.32,14.13,25,1.281,0.655
2.58,1.32,14.13,25,1.281,0.655
2.57,1.32,14.07,25,1.286,0.661
2.58,1.32,14.01,25,1.303,0.666
2.57,1.32,14.07,25,1.286,0.661
2.57,1.32,14.19,25,1.265,0.65
2.58,1.33,14.19,25,1.27,0.655
2.57,1.32,14.19,25,1.265,0.65
2.55,1.32,14.19,25,1.255,0.65
2.55,1.31,14.19,25,1.255,0.645
2.57,1.32,14.13,25,1.276,0.655
2.58,1.32,14.07,25,1.291,0.661
3.15,1.81,15.85,29.9,1.232,0.708
3.16,1.8,15.91,29.9,1.227,0.699
3.17,1.79,15.91,29.9,1.23,0.695
3.16,1.79,15.85,29.9,1.236,0.7
3.16,1.79,15.85,29.9,1.236,0.7
3.16,1.78,15.8,29.9,1.244,0.701
3.15,1.77,15.85,29.9,1.232,0.692
3.14,1.77,15.8,29.9,1.236,0.697
3.14,1.76,15.74,29.9,1.245,0.698
3.13,1.76,15.91,29.9,1.215,0.683
3.13,1.76,15.85,29.9,1.224,0.688
3.13,1.76,15.85,29.9,1.224,0.688
3.13,1.76,15.91,29.9,1.215,0.683
3.14,1.77,15.96,29.9,1.211,0.683
3.16,1.78,15.85,29.9,1.236,0.696
3.17,1.78,15.85,29.9,1.24,0.696
3.17,1.78,15.8,29.9,1.248,0.701
3.17,1.76,15.85,29.9,1.24,0.688
3.14,1.77,15.91,29.9,1.219,0.687
3.14,1.77,15.91,29.9,1.219,0.687
2.77,1.7,14.25,30,1.352,0.83
2.76,1.71,14.25,30,1.347,0.834
2.76,1.7,14.31,30,1.336,0.823
2.76,1.7,14.19,30,1.358,0.837
2.76,1.7,14.19,30,1.358,0.837
2.77,1.71,14.25,30,1.352,0.834
2.77,1.7,14.25,30,1.352,0.83
2.74,1.68,14.25,30,1.337,0.82
2.74,1.68,14.25,30,1.337,0.82
2.74,1.7,14.19,30,1.348,0.837
2.76,1.7,14.19,30,1.358,0.837
2.77,1.71,14.19,30,1.363,0.842
2.76,1.71,14.13,30,1.37,0.849
2.76,1.69,14.19,30,1.358,0.832
2.77,1.7,14.31,30,1.34,0.823
2.76,1.7,14.25,30,1.347,0.83
2.76,1.7,14.19,30,1.358,0.837
2.76,1.71,14.19,30,1.358,0.842
2.77,1.71,14.25,30,1.352,0.834
2.78,1.72,14.25,30,1.357,0.839
2.71,2.05,14.13,35,1.345,1.017
2.71,2.06,14.13,35,1.345,1.022
2.72,2.07,14.13,35,1.35,1.027
2.73,2.07,14.13,35,1.355,1.027
2.74,2.07,14.01,35,1.383,1.045
2.74,2.07,14.01,35,1.383,1.045
2.74,2.07,14.07,35,1.372,1.036
2.74,2.07,14.07,35,1.372,1.036
2.73,2.07,13.95,35,1.39,1.054
2.73,2.07,14.01,35,1.378,1.045
2.73,2.06,14.07,35,1.367,1.031
2.71,2.05,14.07,35,1.357,1.026
2.73,2.05,14.07,35,1.367,1.026
2.73,2.06,14.01,35,1.378,1.04
2.73,2.07,14.07,35,1.367,1.036
2.73,2.06,14.13,35,1.355,1.022
2.72,2.06,14.07,35,1.362,1.031
2.72,2.06,14.13,35,1.35,1.022
2.73,2.07,14.13,35,1.355,1.027
2.74,2.07,13.95,35,1.395,1.054
3.24,2.23,15.91,35.2,1.258,0.866
3.23,2.22,15.69,35.2,1.289,0.886
3.21,2.21,15.85,35.2,1.255,0.864
3.22,2.21,15.96,35.2,1.242,0.852
3.22,2.23,15.91,35.2,1.25,0.866
3.24,2.23,15.85,35.2,1.267,0.872
3.25,2.23,15.85,35.2,1.271,0.872
3.26,2.23,15.8,35.2,1.283,0.878
3.26,2.25,15.8,35.2,1.283,0.886
3.26,2.24,15.8,35.2,1.283,0.882
3.25,2.24,15.8,35.2,1.279,0.882
3.22,2.24,15.8,35.2,1.267,0.882
3.22,2.22,15.8,35.2,1.267,0.874
3.24,2.24,15.85,35.2,1.267,0.876
3.26,2.24,15.8,35.2,1.283,0.882
3.26,2.24,15.91,35.2,1.265,0.869
3.26,2.23,15.96,35.2,1.258,0.86
3.23,2.21,15.96,35.2,1.246,0.852
3.22,2.22,15.85,35.2,1.259,0.868
3.25,2.22,15.74,35.2,1.289,0.88
2.75,2.49,13.83,40.1,1.425,1.29
2.75,2.51,13.83,40.1,1.425,1.3
2.75,2.51,13.89,40.1,1.412,1.289
2.75,2.51,13.83,40.1,1.425,1.3
2.75,2.51,13.83,40.1,1.425,1.3
2.75,2.49,13.89,40.1,1.412,1.279
2.72,2.5,13.83,40.1,1.409,1.295
2.73,2.5,13.89,40.1,1.402,1.284
2.73,2.49,13.89,40.1,1.402,1.279
2.73,2.49,13.83,40.1,1.414,1.29
2.73,2.5,13.77,40.1,1.427,1.307
2.73,2.5,13.77,40.1,1.427,1.307
2.73,2.5,13.7,40.1,1.441,1.32
2.73,2.5,13.7,40.1,1.441,1.32
2.73,2.48,13.58,40.1,1.467,1.333
2.72,2.48,13.64,40.1,1.449,1.321
2.72,2.48,13.7,40.1,1.436,1.309
2.72,2.5,13.77,40.1,1.422,1.307
2.74,2.5,13.89,40.1,1.407,1.284
2.72,2.5,13.89,40.1,1.397,1.284
3.54,2.93,16.12,40.3,1.339,1.108
3.53,2.96,16.17,40.3,1.327,1.112
3.52,2.94,16.22,40.3,1.315,1.098
3.52,2.92,16.17,40.3,1.323,1.097
3.52,2.93,16.06,40.3,1.341,1.116
3.54,2.93,16.12,40.3,1.339,1.108
3.53,2.94,16.12,40.3,1.335,1.112
3.53,2.92,16.12,40.3,1.335,1.104
3.51,2.91,16.06,40.3,1.337,1.109
3.49,2.91,16.06,40.3,1.33,1.109
3.47,2.88,16.17,40.3,1.304,1.082
3.47,2.89,16.12,40.3,1.312,1.093
3.49,2.9,16.12,40.3,1.32,1.097
3.49,2.9,16.12,40.3,1.32,1.097
3.49,2.9,16.12,40.3,1.32,1.097
3.49,2.9,16.06,40.3,1.33,1.105
3.49,2.92,16.06,40.3,1.33,1.112
3.53,2.92,16.06,40.3,1.345,1.112
3.53,2.94,16.12,40.3,1.335,1.112
3.53,2.92,16.27,40.3,1.31,1.084
3.5,3.46,15.96,45,1.35,1.335
3.49,3.45,15.96,45,1.346,1.331
3.5,3.45,15.96,45,1.35,1.331
3.5,3.44,15.96,45,1.35,1.327
3.49,3.44,15.8,45,1.374,1.354
3.48,3.43,15.8,45,1.37,1.35
3.48,3.43,15.91,45,1.351,1.331
3.48,3.41,15.85,45,1.361,1.334
3.45,3.4,15.69,45,1.377,1.357
3.45,3.4,15.85,45,1.349,1.33
3.46,3.4,15.91,45,1.343,1.32
3.46,3.41,15.91,45,1.343,1.324
3.46,3.42,15.96,45,1.335,1.319
3.46,3.42,16.01,45,1.326,1.311
3.46,3.42,15.96,45,1.335,1.319
3.46,3.4,15.96,45,1.335,1.312
3.47,3.43,15.85,45,1.357,1.342
3.49,3.45,15.85,45,1.365,1.349
3.49,3.45,15.85,45,1.365,1.349
3.49,3.43,15.85,45,1.365,1.342
2.85,3.08,14.25,45,1.391,1.503
2.88,3.09,14.19,45,1.417,1.521
2.87,3.1,14.25,45,1.401,1.513
2.87,3.08,14.25,45,1.401,1.503
2.85,3.08,14.25,45,1.391,1.503
2.85,3.05,14.31,45,1.379,1.476
2.83,3.06,14.31,45,1.37,1.481
2.82,3.08,14.19,45,1.388,1.516
2.87,3.08,14.19,45,1.412,1.516
2.87,3.11,14.19,45,1.412,1.531
2.87,3.08,14.25,45,1.401,1.503
2.84,3.07,14.31,45,1.374,1.486
2.83,3.07,14.25,45,1.381,1.498
2.83,3.07,14.31,45,1.37,1.486
2.83,3.06,14.13,45,1.405,1.519
2.81,3.04,14.13,45,1.395,1.509
2.8,3.04,14.25,45,1.366,1.484
2.8,3.05,14.25,45,1.366,1.488
2.83,3.06,14.31,45,1.37,1.481
2.84,3.06,14.37,45,1.363,1.468
3.5,4.1,16.17,50.1,1.315,1.541
3.5,4.08,16.33,50.1,1.29,1.503
3.51,4.1,16.33,50.1,1.293,1.511
3.51,4.14,16.22,50.1,1.311,1.546
3.54,4.13,16.22,50.1,1.322,1.542
3.53,4.13,16.22,50.1,1.318,1.542
3.52,4.13,16.22,50.1,1.315,1.542
3.52,4.14,16.17,50.1,1.323,1.556
3.51,4.12,16.12,50.1,1.327,1.558
3.51,4.12,16.12,50.1,1.327,1.558
3.5,4.11,16.22,50.1,1.307,1.535
3.5,4.13,16.12,50.1,1.323,1.562
3.52,4.11,16.22,50.1,1.315,1.535
3.48,4.11,16.17,50.1,1.308,1.544
3.5,4.07,16.17,50.1,1.315,1.529
3.5,4.08,16.33,50.1,1.29,1.503
3.49,4.08,16.33,50.1,1.286,1.503
3.48,4.08,16.17,50.1,1.308,1.533
3.52,4.1,16.12,50.1,1.331,1.55
3.52,4.13,16.06,50.1,1.341,1.573
2.64,3.41,14.01,50.1,1.333,1.722
2.64,3.4,14.13,50.1,1.31,1.688
2.64,3.4,14.07,50.1,1.322,1.702
2.64,3.39,14.07,50.1,1.322,1.697
2.63,3.39,14.01,50.1,1.328,1.712
2.63,3.39,14.01,50.1,1.328,1.712
2.63,3.4,14.07,50.1,1.317,1.702
2.64,3.42,14.07,50.1,1.322,1.712
2.65,3.42,14.13,50.1,1.315,1.697
2.65,3.43,14.01,50.1,1.338,1.732
2.66,3.45,14.01,50.1,1.343,1.742
2.67,3.44,14.01,50.1,1.348,1.737
2.64,3.44,14.01,50.1,1.333,1.737
2.64,3.4,14.01,50.1,1.333,1.717
2.64,3.42,14.01,50.1,1.333,1.727
2.65,3.43,14.01,50.1,1.338,1.732
2.65,3.43,14.01,50.1,1.338,1.732
2.65,3.43,14.07,50.1,1.327,1.717
2.67,3.46,14.01,50.1,1.348,1.747
2.67,3.45,13.83,50.1,1.383,1.787
3.28,4.58,16.01,54.9,1.257,1.756
3.33,4.6,15.96,54.9,1.285,1.774
3.32,4.62,15.91,54.9,1.289,1.793
3.31,4.58,15.85,54.9,1.295,1.791
3.3,4.58,15.96,54.9,1.273,1.767
3.3,4.57,16.06,54.9,1.257,1.741
3.29,4.53,16.06,54.9,1.253,1.726
3.26,4.47,16.06,54.9,1.242,1.703
3.22,4.47,16.01,54.9,1.234,1.713
3.22,4.52,16.01,54.9,1.234,1.733
3.26,4.5,16.22,54.9,1.218,1.681
3.23,4.52,16.27,54.9,1.199,1.678
3.23,4.52,16.22,54.9,1.206,1.688
3.23,4.49,16.17,54.9,1.214,1.687
3.22,4.5,16.12,54.9,1.218,1.702
3.26,4.52,15.8,54.9,1.283,1.779
3.25,4.52,15.74,54.9,1.289,1.793
3.25,4.52,15.85,54.9,1.271,1.768
3.27,4.51,15.96,54.9,1.261,1.74
3.26,4.51,15.91,54.9,1.265,1.751
2.58,4,14.25,55,1.259,1.952
2.56,4.02,14.19,55,1.26,1.978
2.57,4,14.19,55,1.265,1.969
2.58,4,14.13,55,1.281,1.985
2.58,4.08,14.19,55,1.27,2.008
2.63,4.11,14.31,55,1.273,1.989
2.65,4.11,14.25,55,1.293,2.006
2.63,4.12,14.25,55,1.283,2.011
2.63,4.06,14.31,55,1.273,1.965
2.6,4.06,14.31,55,1.258,1.965
2.61,4.06,14.13,55,1.295,2.015
2.61,4.06,14.19,55,1.284,1.998
2.61,4.06,14.25,55,1.274,1.981
2.61,4.06,14.19,55,1.284,1.998
2.6,4.06,14.31,55,1.258,1.965
2.6,4.04,14.37,55,1.248,1.939
2.6,4.03,14.43,55,1.237,1.918
2.59,4.04,14.31,55,1.253,1.955
2.58,4.04,14.37,55,1.238,1.939
2.6,4.01,14.43,55,1.237,1.908
3.05,5.1,15.74,59.9,1.21,2.023
3.02,5,15.96,59.9,1.165,1.929
2.99,4.98,15.91,59.9,1.161,1.933
2.99,4.98,15.96,59.9,1.153,1.921
3.01,5.01,15.91,59.9,1.168,1.945
3.01,5.02,15.8,59.9,1.185,1.976
3.01,5.02,15.96,59.9,1.161,1.936
3,5.02,15.96,59.9,1.157,1.936
3,5.01,15.96,59.9,1.157,1.933
3,5.01,15.91,59.9,1.165,1.945
3,5.02,15.8,59.9,1.181,1.976
2.97,5.02,15.85,59.9,1.162,1.963
2.97,4.97,15.96,59.9,1.146,1.917
2.97,4.93,15.96,59.9,1.146,1.902
2.97,4.96,15.74,59.9,1.178,1.967
2.98,4.96,15.8,59.9,1.173,1.952
2.98,4.98,15.91,59.9,1.157,1.933
2.97,4.97,15.91,59.9,1.153,1.929
2.97,5.01,15.85,59.9,1.162,1.959
3,5.01,15.8,59.9,1.181,1.972
2.29,4.38,14.13,60,1.137,2.174
2.31,4.41,14.19,60,1.137,2.17
2.31,4.41,14.07,60,1.156,2.208
2.31,4.42,14.01,60,1.166,2.232
2.31,4.4,14.07,60,1.156,2.203
2.31,4.37,14.07,60,1.156,2.188
2.31,4.37,14.01,60,1.166,2.206
2.29,4.39,14.13,60,1.137,2.179
2.29,4.37,14.13,60,1.137,2.169
2.3,4.34,14.19,60,1.132,2.136
2.28,4.34,14.13,60,1.132,2.154
2.3,4.35,14.13,60,1.142,2.159
2.3,4.36,14.13,60,1.142,2.164
2.28,4.33,14.13,60,1.132,2.149
2.28,4.33,14.19,60,1.122,2.131
2.29,4.33,14.19,60,1.127,2.131
2.29,4.35,14.25,60,1.118,2.123
2.29,4.37,14.37,60,1.099,2.097
2.29,4.37,14.43,60,1.09,2.08
2.3,4.39,14.37,60,1.104,2.107
2.67,5.52,15.74,65,1.059,2.189
2.68,5.55,15.8,65,1.055,2.184
2.69,5.59,15.74,65,1.067,2.217
2.68,5.59,15.8,65,1.055,2.2
2.68,5.56,15.91,65,1.04,2.158
2.65,5.51,16.01,65,1.016,2.112
2.65,5.51,15.91,65,1.029,2.139
2.65,5.51,15.85,65,1.036,2.155
2.65,5.5,15.8,65,1.043,2.165
2.65,5.49,15.8,65,1.043,2.161
2.65,5.5,15.8,65,1.043,2.165
2.67,5.5,15.8,65,1.051,2.165
2.67,5.51,15.8,65,1.051,2.169
2.65,5.46,15.96,65,1.022,2.106
2.64,5.45,15.91,65,1.025,2.116
2.64,5.45,15.8,65,1.039,2.145
2.64,5.49,15.85,65,1.033,2.147
2.66,5.49,15.91,65,1.033,2.131
2.65,5.49,15.96,65,1.022,2.118
2.65,5.49,15.85,65,1.036,2.147
1.96,4.71,14.07,65.1,0.981,2.358
1.96,4.77,14.01,65.1,0.99,2.408
1.96,4.77,14.01,65.1,0.99,2.408
1.96,4.74,14.01,65.1,0.99,2.393
1.96,4.77,14.07,65.1,0.981,2.388
1.97,4.79,14.13,65.1,0.978,2.377
1.97,4.79,14.07,65.1,0.986,2.398
1.97,4.78,13.89,65.1,1.012,2.455
1.98,4.78,14.07,65.1,0.991,2.393
1.97,4.78,14.07,65.1,0.986,2.393
1.97,4.78,13.95,65.1,1.003,2.434
1.97,4.77,14.13,65.1,0.978,2.367
1.95,4.74,14.07,65.1,0.976,2.373
1.95,4.78,14.01,65.1,0.984,2.413
1.97,4.78,14.07,65.1,0.986,2.393
1.97,4.76,13.89,65.1,1.012,2.445
1.97,4.79,14.07,65.1,0.986,2.398
1.99,4.82,14.13,65.1,0.988,2.392
1.99,4.82,14.13,65.1,0.988,2.392
1.99,4.81,14.19,65.1,0.979,2.367
2.23,5.88,15.8,70,0.878,2.314
