F_Lift,F_Drag,Windspeed,Angle,Cl,Cd
13.92,1.41,27.81,14.2,1.75,0.18
13.87,1.41,27.84,14.2,1.74,0.18
13.85,1.41,27.84,14.2,1.74,0.18
13.85,1.41,27.69,14.2,1.76,0.18
13.84,1.41,27.9,14.2,1.73,0.18
13.84,1.41,27.96,14.2,1.72,0.18
13.86,1.41,27.87,14.2,1.74,0.18
15.04,1.96,28.13,15,1.868,0.243
14.99,1.98,28.22,15,1.849,0.244
14.98,1.98,28.1,15,1.864,0.246
14.98,2,27.71,15,1.917,0.256
14.99,2.01,27.77,15,1.91,0.256
14.99,2.02,27.86,15,1.898,0.256
14.99,2.02,28.04,15,1.873,0.252
14.99,2.01,28.16,15,1.857,0.249
14.98,2.01,28.04,15,1.872,0.251
14.97,2.01,28.13,15,1.859,0.25
14.96,2.01,28.16,15,1.854,0.249
14.96,2.02,28.22,15,1.846,0.249
14.95,2.02,28.19,15,1.848,0.25
14.96,2.02,28.37,15,1.826,0.247
15,2.02,28.31,15,1.839,0.248
15,2.01,28.28,15,1.843,0.247
15.02,2.02,28.28,15,1.845,0.248
15.06,2.02,28.19,15,1.862,0.25
15.07,2.02,28.22,15,1.859,0.249
15.07,2.02,28.07,15,1.879,0.252
14.12,1.54,27.9,15.2,1.77,0.19
14.1,1.54,27.72,15.2,1.79,0.2
14.1,1.54,27.69,15.2,1.79,0.2
14.12,1.54,27.69,15.2,1.79,0.2
14.14,1.55,27.75,15.2,1.79,0.2
14.16,1.55,27.84,15.2,1.78,0.19
14.16,1.55,27.87,15.2,1.78,0.19
14.16,1.54,27.87,15.2,1.78,0.19
14.17,1.54,27.75,15.2,1.79,0.19
14.14,1.54,27.72,15.2,1.79,0.2
14.14,1.53,27.69,15.2,1.8,0.19
14.1,1.53,27.81,15.2,1.78,0.19
14.1,1.53,27.84,15.2,1.77,0.19
14.07,1.53,27.81,15.2,1.77,0.19
14.07,1.53,27.81,15.2,1.77,0.19
14.05,1.53,27.84,15.2,1.77,0.19
14.05,1.53,27.69,15.2,1.79,0.19
14.04,1.53,27.69,15.2,1.78,0.19
14.04,1.53,27.81,15.2,1.77,0.19
14.03,1.53,27.84,15.2,1.76,0.19
15,2.22,28.04,16,1.875,0.277
14.99,2.22,28.28,16,1.842,0.273
14.96,2.21,28.46,16,1.815,0.268
14.96,2.21,28.4,16,1.822,0.269
14.94,2.2,28.22,16,1.843,0.271
14.91,2.2,28.16,16,1.847,0.273
14.91,2.2,27.95,16,1.875,0.277
14.91,2.2,28.1,16,1.855,0.274
14.91,2.21,28.1,16,1.855,0.275
14.92,2.21,28.13,16,1.853,0.274
14.92,2.21,28.25,16,1.837,0.272
14.94,2.21,28.25,16,1.839,0.272
14.98,2.21,28.19,16,1.852,0.273
14.99,2.21,28.16,16,1.857,0.274
14.99,2.21,28.07,16,1.869,0.276
14.99,2.21,28.25,16,1.846,0.272
14.96,2.21,28.31,16,1.834,0.271
14.96,2.21,28.25,16,1.842,0.272
14.96,2.2,27.92,16,1.886,0.277
14.97,2.21,27.77,16,1.907,0.282
14.09,1.65,27.96,16.1,1.76,0.21
14.08,1.64,27.75,16.1,1.78,0.21
14.08,1.64,27.69,16.1,1.79,0.21
14.11,1.64,27.72,16.1,1.79,0.21
14.09,1.65,27.78,16.1,1.78,0.21
14.09,1.65,27.75,16.1,1.78,0.21
14.09,1.65,27.72,16.1,1.79,0.21
14.11,1.65,27.78,16.1,1.78,0.21
14.14,1.65,27.84,16.1,1.78,0.21
14.14,1.65,27.87,16.1,1.77,0.21
14.16,1.65,27.78,16.1,1.79,0.21
14.14,1.65,27.84,16.1,1.78,0.21
14.12,1.65,27.93,16.1,1.76,0.21
14.12,1.64,27.99,16.1,1.76,0.2
14.11,1.64,27.96,16.1,1.76,0.2
14.1,1.64,27.99,16.1,1.75,0.2
14.07,1.64,27.93,16.1,1.76,0.2
14.07,1.64,27.99,16.1,1.75,0.2
14.07,1.64,27.96,16.1,1.75,0.2
14.09,1.64,27.84,16.1,1.77,0.21
14.47,2.5,28.19,17,1.789,0.309
14.64,2.46,28.16,17,1.814,0.305
14.69,2.46,28.34,17,1.797,0.301
14.64,2.5,28.34,17,1.791,0.306
14.64,2.45,28.22,17,1.806,0.302
14.67,2.42,28.16,17,1.818,0.3
14.73,2.42,28.13,17,1.829,0.3
14.78,2.41,28.13,17,1.835,0.299
14.78,2.41,28.13,17,1.835,0.299
14.82,2.41,28.01,17,1.856,0.302
14.83,2.41,27.95,17,1.865,0.303
14.81,2.41,27.92,17,1.867,0.304
14.81,2.4,27.95,17,1.863,0.302
14.82,2.44,28.13,17,1.84,0.303
14.68,2.44,28.16,17,1.819,0.302
14.74,2.45,28.1,17,1.834,0.305
14.74,2.48,28.1,17,1.834,0.309
14.69,2.44,28.25,17,1.809,0.3
14.57,2.44,28.16,17,1.805,0.302
14.47,2.53,28.04,17,1.808,0.316
14.09,1.81,27.81,17.1,1.78,0.23
14.07,1.81,27.84,17.1,1.77,0.23
14.07,1.8,27.93,17.1,1.76,0.22
14.07,1.8,27.96,17.1,1.75,0.22
14.09,1.8,27.84,17.1,1.77,0.23
14.08,1.8,27.75,17.1,1.78,0.23
14.08,1.81,27.72,17.1,1.79,0.23
14.06,1.81,27.69,17.1,1.79,0.23
14.06,1.81,27.72,17.1,1.78,0.23
14.08,1.81,27.66,17.1,1.79,0.23
14.08,1.81,27.72,17.1,1.79,0.23
14.05,1.8,27.78,17.1,1.77,0.23
14.03,1.8,27.72,17.1,1.78,0.23
14.02,1.8,27.63,17.1,1.79,0.23
14.02,1.8,27.72,17.1,1.78,0.23
14.01,1.8,27.75,17.1,1.77,0.23
14,1.8,27.6,17.1,1.79,0.23
14.02,1.8,27.57,17.1,1.8,0.23
14.02,1.8,27.48,17.1,1.81,0.23
13.99,1.8,27.66,17.1,1.78,0.23
14.27,2,27.96,18,1.78,0.25
14.25,1.99,27.69,18,1.81,0.25
14.25,1.99,27.72,18,1.81,0.25
14.25,2,27.84,18,1.79,0.25
14.23,1.99,27.96,18,1.77,0.25
14.21,2,27.99,18,1.77,0.25
14.2,2,28.02,18,1.76,0.25
14.2,2,28.02,18,1.76,0.25
14.21,2,28.08,18,1.76,0.25
14.19,2,28.08,18,1.75,0.25
14.19,2,28.02,18,1.76,0.25
14.19,2,27.9,18,1.78,0.25
14.17,2,27.99,18,1.76,0.25
14.19,2.01,28.11,18,1.75,0.25
14.17,2.01,28.08,18,1.75,0.25
14.17,1.99,27.93,18,1.77,0.25
14.15,1.99,27.99,18,1.76,0.25
14.19,2,28.05,18,1.76,0.25
14.2,2,28.05,18,1.76,0.25
14.2,2,28.02,18,1.76,0.25
12.62,3.42,28.31,18,1.547,0.419
12.62,3.39,28.31,18,1.547,0.416
12.66,3.4,28.16,18,1.569,0.421
12.59,3.4,28.07,18,1.57,0.424
12.55,3.43,28.01,18,1.572,0.43
12.55,3.46,28.25,18,1.545,0.426
12.62,3.36,28.19,18,1.56,0.415
12.89,3.36,28.04,18,1.611,0.42
12.83,3.39,28.1,18,1.597,0.422
12.83,3.36,28.1,18,1.597,0.418
12.9,3.4,28.04,18,1.612,0.425
12.81,3.4,28.04,18,1.601,0.425
12.74,3.42,28.19,18,1.575,0.423
12.74,3.43,28.25,18,1.569,0.422
12.69,3.45,28.13,18,1.576,0.428
12.68,3.45,28.01,18,1.588,0.432
12.66,3.45,28.01,18,1.586,0.432
12.66,3.44,28.04,18,1.582,0.43
12.65,3.44,28.01,18,1.584,0.431
12.71,3.44,27.92,18,1.602,0.434
14.03,2.16,27.99,19,1.74,0.27
14.03,2.16,27.93,19,1.75,0.27
14.06,2.16,27.9,19,1.76,0.27
14.09,2.16,27.72,19,1.79,0.27
14.09,2.15,27.69,19,1.79,0.27
14.09,2.16,27.81,19,1.78,0.27
14.11,2.16,27.72,19,1.79,0.27
14.11,2.16,27.93,19,1.76,0.27
14.11,2.16,27.96,19,1.76,0.27
14.11,2.16,27.9,19,1.77,0.27
14.1,2.16,27.87,19,1.77,0.27
14.16,2.16,27.93,19,1.77,0.27
14.16,2.16,27.9,19,1.77,0.27
14.16,2.16,27.99,19,1.76,0.27
14.14,2.16,27.93,19,1.77,0.27
14.16,2.15,27.84,19,1.78,0.27
14.16,2.15,27.87,19,1.78,0.27
14.14,2.15,27.93,19,1.77,0.27
14.14,2.15,27.87,19,1.77,0.27
14.14,2.15,27.81,19,1.78,0.27
11.7,3.87,28.01,19.1,1.465,0.485
11.7,3.86,28.19,19.1,1.447,0.477
11.7,3.86,28.28,19.1,1.437,0.474
11.68,3.85,28.1,19.1,1.453,0.479
11.63,3.85,28.13,19.1,1.444,0.478
11.63,3.85,28.28,19.1,1.429,0.473
11.6,3.85,28.07,19.1,1.447,0.48
11.63,3.86,28.1,19.1,1.447,0.48
11.66,3.86,28.25,19.1,1.436,0.475
11.66,3.87,28.28,19.1,1.433,0.475
11.63,3.87,28.25,19.1,1.432,0.476
11.64,3.87,28.46,19.1,1.412,0.469
11.62,3.87,28.52,19.1,1.404,0.467
11.62,3.86,28.49,19.1,1.407,0.467
11.63,3.84,28.46,19.1,1.411,0.466
11.62,3.83,28.25,19.1,1.431,0.472
11.61,3.83,28.25,19.1,1.429,0.472
11.61,3.84,28.22,19.1,1.432,0.474
11.65,3.84,28.4,19.1,1.419,0.468
11.65,3.85,28.25,19.1,1.434,0.474
11.6,4.05,27.89,20,1.465,0.512
11.38,4.07,27.8,20,1.447,0.517
11.27,4.07,27.98,20,1.414,0.511
11.27,4.09,27.92,20,1.421,0.516
11.16,4.08,27.98,20,1.401,0.512
11.07,4.07,28.16,20,1.372,0.504
11.02,4.07,28.28,20,1.354,0.5
11.02,4.08,28.31,20,1.351,0.5
11.02,4.09,28.13,20,1.368,0.508
11.04,4.09,27.95,20,1.389,0.514
11.03,4.09,27.92,20,1.39,0.516
11.03,4.1,28.1,20,1.373,0.51
11.03,4.09,28.07,20,1.375,0.51
11.01,4.09,28.19,20,1.361,0.506
11.04,4.09,28.46,20,1.339,0.496
11.04,4.1,28.25,20,1.359,0.505
11.03,4.11,28.04,20,1.378,0.514
11.05,4.11,28.25,20,1.36,0.506
11.03,4.11,28.25,20,1.358,0.506
11.03,4.11,28.25,20,1.358,0.506
13.52,2.57,27.69,20.2,1.72,0.33
13.71,2.55,27.93,20.2,1.71,0.32
13.71,2.5,27.96,20.2,1.71,0.31
13.79,2.5,27.84,20.2,1.73,0.31
13.76,2.63,27.75,20.2,1.74,0.33
13.47,2.63,27.75,20.2,1.7,0.33
13.47,2.65,27.78,20.2,1.7,0.33
13.35,2.74,27.72,20.2,1.69,0.35
13.13,2.8,27.75,20.2,1.66,0.35
12.96,2.8,27.66,20.2,1.65,0.36
12.96,2.89,27.63,20.2,1.65,0.37
12.95,2.78,27.75,20.2,1.64,0.35
13.33,2.63,27.75,20.2,1.69,0.33
13.46,2.63,27.66,20.2,1.71,0.33
13.46,2.6,27.69,20.2,1.71,0.33
13.65,2.56,27.63,20.2,1.74,0.33
13.42,2.69,27.6,20.2,1.72,0.34
13.47,2.69,27.75,20.2,1.7,0.34
13.47,2.58,27.81,20.2,1.7,0.33
13.32,2.76,27.78,20.2,1.68,0.35
9.68,4.41,27.6,25,1.24,0.56
9.7,4.43,27.6,25,1.24,0.57
9.7,4.43,27.66,25,1.24,0.56
9.7,4.43,27.6,25,1.24,0.57
9.71,4.43,27.57,25,1.24,0.57
9.71,4.43,27.72,25,1.23,0.56
9.7,4.43,27.63,25,1.24,0.57
9.7,4.43,27.6,25,1.24,0.57
9.69,4.42,27.75,25,1.23,0.56
9.67,4.42,27.75,25,1.22,0.56
9.69,4.41,27.75,25,1.23,0.56
9.69,4.42,27.45,25,1.25,0.57
9.68,4.41,27.51,25,1.25,0.57
9.66,4.41,27.63,25,1.23,0.56
9.67,4.41,27.6,25,1.24,0.56
9.67,4.42,27.72,25,1.23,0.56
9.69,4.4,27.87,25,1.22,0.55
9.65,4.4,27.84,25,1.21,0.55
9.66,4.4,27.75,25,1.22,0.56
9.66,4.41,27.75,25,1.22,0.56
10.45,5.49,27.89,25,1.32,0.693
10.44,5.49,27.92,25,1.316,0.692
10.48,5.5,27.92,25,1.321,0.693
10.51,5.5,28.07,25,1.311,0.686
10.51,5.53,28.19,25,1.299,0.684
10.48,5.49,28.19,25,1.296,0.679
10.43,5.48,28.19,25,1.29,0.678
10.42,5.48,28.19,25,1.288,0.678
10.42,5.49,28.01,25,1.305,0.688
10.43,5.49,28.1,25,1.298,0.683
10.44,5.49,28.13,25,1.296,0.682
10.49,5.49,28.07,25,1.308,0.685
10.49,5.52,28.16,25,1.3,0.684
10.52,5.53,28.13,25,1.306,0.687
10.48,5.53,28.13,25,1.301,0.687
10.49,5.52,28.1,25,1.305,0.687
10.49,5.52,27.98,25,1.317,0.693
10.49,5.53,28.07,25,1.308,0.69
10.58,5.53,27.98,25,1.328,0.694
11.27,5.64,28.04,25,1.408,0.705
11,7.04,28.28,30.1,1.351,0.865
10.93,7.03,28.25,30.1,1.346,0.866
10.98,7.06,28.28,30.1,1.349,0.867
11.03,7.06,28.28,30.1,1.355,0.867
11.03,7.09,28.37,30.1,1.347,0.866
11.03,7.04,28.01,30.1,1.381,0.882
10.98,7.05,27.92,30.1,1.384,0.889
10.97,7.05,27.95,30.1,1.38,0.887
10.97,7.06,27.92,30.1,1.383,0.89
11.02,7.08,27.98,30.1,1.383,0.889
11.05,7.1,27.86,30.1,1.399,0.899
11.05,7.1,28.01,30.1,1.384,0.889
11.05,7.1,27.95,30.1,1.39,0.893
11.03,7.06,28.19,30.1,1.364,0.873
10.99,7.05,28.16,30.1,1.362,0.874
11,7.05,28.25,30.1,1.354,0.868
11,7.06,28.16,30.1,1.363,0.875
11.01,7.09,27.98,30.1,1.382,0.89
11.02,7.08,28.01,30.1,1.38,0.887
10.98,7.08,28.25,30.1,1.352,0.872
10.23,5.98,27.9,30.5,1.28,0.75
10.2,5.99,27.93,30.5,1.27,0.75
10.2,5.96,27.93,30.5,1.27,0.74
10.17,5.96,27.87,30.5,1.28,0.75
10.23,5.98,27.72,30.5,1.3,0.76
10.23,5.98,27.75,30.5,1.29,0.76
10.23,5.98,27.72,30.5,1.3,0.76
10.22,5.98,27.57,30.5,1.31,0.77
10.23,5.97,27.72,30.5,1.3,0.76
10.17,5.97,27.75,30.5,1.29,0.76
10.17,5.95,27.72,30.5,1.29,0.75
10.19,5.97,27.87,30.5,1.28,0.75
10.22,5.98,27.78,30.5,1.29,0.75
10.28,5.98,27.75,30.5,1.3,0.76
10.28,6.02,27.81,30.5,1.3,0.76
10.24,5.99,27.78,30.5,1.29,0.76
10.23,5.99,27.81,30.5,1.29,0.75
10.24,5.99,27.87,30.5,1.28,0.75
10.24,5.97,27.78,30.5,1.29,0.75
10.2,5.98,27.81,30.5,1.28,0.75
11.09,8.64,28.19,35.1,1.371,1.068
11.09,8.64,28.25,35.1,1.365,1.064
11.13,8.65,28.16,35.1,1.379,1.072
11.07,8.65,28.04,35.1,1.383,1.081
11.06,8.6,28.16,35.1,1.37,1.066
11.06,8.61,28.13,35.1,1.373,1.069
11.06,8.65,28.13,35.1,1.373,1.074
11.09,8.65,28.04,35.1,1.386,1.081
11.03,8.63,28.22,35.1,1.361,1.065
11.03,8.58,28.31,35.1,1.352,1.052
11.06,8.6,28.22,35.1,1.365,1.061
11.08,8.6,28.1,35.1,1.379,1.07
11.08,8.6,28.19,35.1,1.37,1.063
11.09,8.6,28.22,35.1,1.368,1.061
11.05,8.63,28.13,35.1,1.372,1.072
11.11,8.63,28.31,35.1,1.362,1.058
11.11,8.64,28.28,35.1,1.365,1.061
11.13,8.63,28.34,35.1,1.362,1.056
11.11,8.64,28.28,35.1,1.365,1.061
11.1,8.64,28.13,35.1,1.378,1.073
10.63,7.45,27.99,35.2,1.32,0.93
10.6,7.45,27.87,35.2,1.33,0.93
10.61,7.44,27.87,35.2,1.33,0.93
10.61,7.44,27.75,35.2,1.34,0.94
10.59,7.44,27.78,35.2,1.34,0.94
10.59,7.43,27.69,35.2,1.35,0.94
10.59,7.47,27.66,35.2,1.35,0.95
10.67,7.49,27.66,35.2,1.36,0.95
10.7,7.49,27.66,35.2,1.36,0.95
10.7,7.52,27.66,35.2,1.36,0.96
10.73,7.51,27.63,35.2,1.37,0.96
10.71,7.51,27.54,35.2,1.38,0.96
10.67,7.51,27.54,35.2,1.37,0.96
10.67,7.47,27.69,35.2,1.36,0.95
10.59,7.43,27.9,35.2,1.33,0.93
10.58,7.41,27.9,35.2,1.32,0.93
10.59,7.41,27.81,35.2,1.33,0.93
10.59,7.44,27.78,35.2,1.34,0.94
10.59,7.45,27.81,35.2,1.33,0.94
10.63,7.49,27.75,35.2,1.34,0.95
11.42,10.63,28.28,40,1.403,1.306
11.46,10.63,28.13,40,1.423,1.32
11.52,10.72,28.19,40,1.424,1.325
11.52,10.71,28.19,40,1.424,1.324
11.52,10.74,28.22,40,1.421,1.325
11.56,10.74,28.28,40,1.42,1.319
11.57,10.75,28.34,40,1.415,1.315
11.57,10.8,28.4,40,1.409,1.316
11.61,10.75,28.37,40,1.417,1.312
11.58,10.75,28.22,40,1.429,1.326
11.57,10.78,28.1,40,1.44,1.341
11.57,10.72,28.28,40,1.421,1.317
11.55,10.7,28.37,40,1.41,1.306
11.5,10.7,28.4,40,1.401,1.303
11.51,10.71,28.34,40,1.408,1.31
11.51,10.71,28.13,40,1.429,1.33
11.51,10.67,28.25,40,1.417,1.314
11.49,10.67,28.37,40,1.403,1.303
11.52,10.69,28.19,40,1.424,1.322
11.52,10.73,28.22,40,1.421,1.324
11.02,9.29,27.96,40.2,1.37,1.16
11.04,9.24,28.05,40.2,1.37,1.14
10.98,9.24,27.9,40.2,1.37,1.16
10.97,9.23,27.9,40.2,1.37,1.16
10.97,9.16,27.93,40.2,1.37,1.14
10.93,9.19,28.02,40.2,1.36,1.14
10.96,9.19,28.14,40.2,1.35,1.13
11.04,9.23,27.87,40.2,1.38,1.16
11.04,9.31,27.81,40.2,1.39,1.17
11.09,9.28,27.78,40.2,1.4,1.17
11.03,9.28,27.84,40.2,1.39,1.17
11.05,9.26,27.84,40.2,1.39,1.16
11.05,9.27,27.96,40.2,1.38,1.16
11.03,9.27,28.05,40.2,1.37,1.15
11.04,9.27,27.99,40.2,1.37,1.15
11.03,9.29,28.02,40.2,1.37,1.15
11.03,9.28,27.9,40.2,1.38,1.16
11.02,9.26,28.08,40.2,1.36,1.14
11.03,9.26,28.17,40.2,1.35,1.14
10.98,9.27,28.2,40.2,1.35,1.14
11.29,12.53,28.04,45.1,1.411,1.566
11.29,12.53,28.07,45.1,1.408,1.563
11.17,12.35,28.16,45.1,1.384,1.53
11.17,12.39,28.13,45.1,1.387,1.538
11.17,12.39,28.25,45.1,1.375,1.525
11.17,12.45,28.1,45.1,1.39,1.549
11.27,12.46,28.16,45.1,1.396,1.544
11.25,12.41,28.28,45.1,1.382,1.525
11.21,12.41,28.37,45.1,1.369,1.515
11.21,12.51,28.16,45.1,1.389,1.55
11.24,12.46,28.04,45.1,1.405,1.557
11.22,12.46,28.01,45.1,1.405,1.56
11.28,12.46,28.01,45.1,1.413,1.56
11.28,12.52,28.16,45.1,1.398,1.551
11.22,12.43,28.25,45.1,1.381,1.53
11.2,12.44,28.13,45.1,1.391,1.545
11.24,12.44,27.98,45.1,1.411,1.561
11.24,12.53,28.07,45.1,1.402,1.563
11.28,12.5,27.92,45.1,1.422,1.576
11.19,12.45,28.16,45.1,1.387,1.543
11.08,11.18,27.84,45.3,1.39,1.41
11.05,11.14,27.81,45.3,1.39,1.4
11,11.12,27.81,45.3,1.39,1.4
11,11.1,27.81,45.3,1.39,1.4
11.02,11.15,27.84,45.3,1.39,1.4
11,11.15,27.78,45.3,1.39,1.41
11.01,11.09,27.9,45.3,1.38,1.39
11.01,11.14,27.84,45.3,1.38,1.4
11.07,11.17,27.84,45.3,1.39,1.4
11.02,11.17,27.99,45.3,1.37,1.39
10.96,11.09,27.78,45.3,1.38,1.4
10.96,11.07,27.69,45.3,1.39,1.41
10.99,11.07,27.81,45.3,1.38,1.39
11,11.07,27.81,45.3,1.39,1.39
11.07,11.14,27.78,45.3,1.4,1.41
11.07,11.13,27.84,45.3,1.39,1.4
11.04,11.07,27.9,45.3,1.38,1.39
11.08,11.07,27.96,45.3,1.38,1.38
11.07,11.15,27.93,45.3,1.38,1.39
11.07,11.08,27.81,45.3,1.39,1.4
10.65,14.13,28.13,50.2,1.322,1.755
10.65,14.19,28.04,50.2,1.331,1.773
10.71,14.25,27.95,50.2,1.347,1.792
10.79,14.25,27.83,50.2,1.369,1.808
10.77,14.31,27.8,50.2,1.369,1.819
10.77,14.31,27.65,50.2,1.384,1.839
10.89,14.42,27.71,50.2,1.394,1.845
10.96,14.42,27.86,50.2,1.387,1.825
10.95,14.47,27.68,50.2,1.404,1.856
10.95,14.6,27.65,50.2,1.407,1.876
10.99,14.5,27.65,50.2,1.412,1.864
10.89,14.5,27.46,50.2,1.419,1.889
10.75,14.28,27.71,50.2,1.376,1.827
10.75,14.23,27.95,50.2,1.352,1.79
10.83,14.3,27.86,50.2,1.371,1.81
10.83,14.3,27.89,50.2,1.368,1.806
10.79,14.34,27.89,50.2,1.363,1.811
10.79,14.33,27.95,50.2,1.357,1.802
10.87,14.39,27.71,50.2,1.391,1.841
10.83,14.39,27.68,50.2,1.389,1.845
10.8,13.1,27.57,50.6,1.38,1.68
10.92,13.19,27.72,50.6,1.38,1.67
10.92,13.22,27.78,50.6,1.38,1.67
10.88,13.2,27.81,50.6,1.37,1.66
10.85,13.2,27.84,50.6,1.36,1.66
10.89,13.14,27.84,50.6,1.37,1.65
10.89,13.26,27.9,50.6,1.36,1.66
10.89,13.21,27.96,50.6,1.36,1.65
10.85,13.21,27.87,50.6,1.36,1.66
10.88,13.08,27.78,50.6,1.37,1.65
10.88,13.18,27.72,50.6,1.38,1.67
10.91,13.32,27.66,50.6,1.39,1.7
10.96,13.32,27.66,50.6,1.4,1.7
10.9,13.2,27.6,50.6,1.39,1.69
10.9,13.21,27.72,50.6,1.38,1.67
10.83,13.07,27.81,50.6,1.36,1.65
10.83,13.07,27.69,50.6,1.38,1.66
10.82,13.08,27.66,50.6,1.38,1.67
10.82,13.07,27.66,50.6,1.38,1.66
10.84,13.11,27.69,50.6,1.38,1.67
10.56,14.92,27.99,55.1,1.31,1.86
10.55,14.97,27.66,55.1,1.34,1.91
10.53,14.97,27.9,55.1,1.32,1.87
10.53,14.96,27.84,55.1,1.32,1.88
10.54,14.92,27.69,55.1,1.34,1.9
10.54,14.94,27.75,55.1,1.33,1.89
10.53,14.94,27.9,55.1,1.32,1.87
10.53,14.94,27.99,55.1,1.31,1.86
10.48,14.79,27.93,55.1,1.31,1.85
10.53,14.96,27.93,55.1,1.32,1.87
10.52,14.96,27.84,55.1,1.32,1.88
10.52,15,27.66,55.1,1.34,1.91
10.58,14.9,27.84,55.1,1.33,1.87
10.49,14.87,27.96,55.1,1.31,1.85
10.49,14.87,27.9,55.1,1.31,1.86
10.49,14.89,27.81,55.1,1.32,1.88
10.56,15,27.72,55.1,1.34,1.9
10.54,14.93,27.93,55.1,1.32,1.86
10.55,14.93,27.75,55.1,1.33,1.89
10.55,14.92,27.75,55.1,1.33,1.89
10.51,16.68,28.28,55.1,1.291,2.049
10.54,16.68,28.22,55.1,1.3,2.058
10.53,16.65,28.37,55.1,1.285,2.033
10.51,16.65,28.4,55.1,1.28,2.028
10.51,16.6,28.31,55.1,1.288,2.035
10.51,16.76,28.31,55.1,1.288,2.055
10.58,16.78,28.4,55.1,1.289,2.044
10.62,16.78,28.22,55.1,1.31,2.07
10.62,16.96,28.19,55.1,1.313,2.097
10.64,16.84,28.25,55.1,1.31,2.073
10.58,16.64,28.37,55.1,1.292,2.031
10.5,16.64,28.61,55.1,1.26,1.997
10.5,16.63,28.52,55.1,1.268,2.009
10.48,16.53,28.64,55.1,1.255,1.98
10.45,16.6,28.52,55.1,1.262,2.005
10.51,16.6,28.34,55.1,1.286,2.031
10.51,16.76,28.31,55.1,1.288,2.055
10.6,16.72,28.46,55.1,1.286,2.028
10.49,16.57,28.61,55.1,1.259,1.989
10.45,16.57,28.52,55.1,1.262,2.002
9.81,16.72,27.87,59.9,1.23,2.1
9.85,16.77,27.75,59.9,1.25,2.12
9.85,16.73,27.75,59.9,1.25,2.12
9.83,16.73,27.81,59.9,1.24,2.11
9.84,16.73,27.75,59.9,1.24,2.12
9.84,16.72,27.81,59.9,1.24,2.11
9.8,16.59,27.78,59.9,1.24,2.09
9.78,16.59,27.9,59.9,1.22,2.08
9.84,16.61,27.72,59.9,1.25,2.11
9.84,16.7,27.63,59.9,1.26,2.13
9.84,16.65,27.63,59.9,1.26,2.12
9.83,16.65,27.72,59.9,1.25,2.11
9.84,16.75,27.78,59.9,1.24,2.11
9.84,16.74,27.69,59.9,1.25,2.13
9.86,16.78,27.72,59.9,1.25,2.13
9.91,16.78,27.72,59.9,1.26,2.13
9.87,16.8,27.84,59.9,1.24,2.11
9.87,16.63,27.87,59.9,1.24,2.09
9.82,16.79,27.87,59.9,1.23,2.11
9.85,16.79,28.02,59.9,1.22,2.08
9.5,18.27,27.77,60.1,1.21,2.328
9.49,18.27,27.8,60.1,1.207,2.323
9.49,18.14,28.13,60.1,1.178,2.252
9.41,18.06,28.16,60.1,1.166,2.238
9.35,18.26,28.13,60.1,1.161,2.267
9.4,18.26,28.25,60.1,1.157,2.248
9.4,18.14,28.1,60.1,1.17,2.257
9.39,18.13,27.98,60.1,1.178,2.275
9.32,18.03,28.25,60.1,1.147,2.22
9.34,18.03,28.34,60.1,1.143,2.206
9.34,18.03,28.19,60.1,1.155,2.229
9.35,18.17,27.92,60.1,1.179,2.29
9.38,18.19,28.07,60.1,1.17,2.268
9.42,18.19,28.13,60.1,1.17,2.259
9.42,18.27,28.07,60.1,1.175,2.278
9.39,18.15,28.1,60.1,1.168,2.259
9.36,18.1,28.1,60.1,1.165,2.252
9.34,18.1,28.13,60.1,1.16,2.247
9.34,18.09,28.28,60.1,1.147,2.222
9.3,18.09,28.04,60.1,1.162,2.261
8.7,18.28,27.57,65,1.12,2.34
8.69,18.2,27.42,65,1.13,2.36
8.69,18.23,27.42,65,1.13,2.36
8.69,18.29,27.63,65,1.11,2.33
8.71,18.36,27.66,65,1.11,2.34
8.71,18.36,27.72,65,1.1,2.33
8.71,18.27,27.93,65,1.09,2.28
8.7,18.32,27.75,65,1.1,2.32
8.72,18.21,27.78,65,1.1,2.3
8.67,18.21,27.81,65,1.09,2.29
8.67,18.24,27.75,65,1.1,2.31
8.66,18.23,27.72,65,1.1,2.31
8.69,18.23,27.69,65,1.1,2.32
8.65,18.23,27.87,65,1.09,2.29
8.65,18.21,27.75,65,1.09,2.3
8.7,18.26,27.81,65,1.1,2.3
8.7,18.29,27.78,65,1.1,2.31
8.71,18.29,27.75,65,1.1,2.31
8.71,18.38,27.81,65,1.1,2.32
8.75,18.36,27.84,65,1.1,2.31
7.99,19.26,28.04,65,0.999,2.407
7.99,19.3,27.98,65,1.003,2.422
7.98,19.37,27.86,65,1.01,2.452
8.01,19.47,27.86,65,1.014,2.465
8.04,19.47,27.92,65,1.013,2.454
8.04,19.45,27.98,65,1.009,2.441
8.05,19.52,27.86,65,1.019,2.471
8.04,19.45,27.86,65,1.018,2.462
8.01,19.45,27.95,65,1.007,2.446
8.01,19.35,28.16,65,0.992,2.398
7.98,19.34,28.13,65,0.991,2.401
7.98,19.33,28.1,65,0.993,2.405
7.99,19.33,27.89,65,1.009,2.442
7.99,19.38,27.77,65,1.018,2.469
8,19.37,27.74,65,1.021,2.473
7.98,19.35,27.89,65,1.008,2.444
7.98,19.35,27.92,65,1.006,2.439
